# SECDED(39,32) Layer1 vectors  count=1504  fnv=0x165aeb0d
# op data32 inword39 injmask39 exp_data32 exp_syn exp_cor exp_de
E 00000000 0000000000 0000000000 00000000 00 0 0
D 88465B28 6208CB32CA 0000000000 88465B28 00 0 0
D 320F0B51 0C41E13587 0000000000 320F0B51 00 0 0
D 9759DE9A 65EB3B69D0 0000000000 9759DE9A 00 0 0
D 491238E9 1222470ECD 0000000000 491238E9 00 0 0
D 1B118B9C 06623139EB 0000000000 1B118B9C 00 0 0
D 20E2CF33 489C59F314 0000000000 20E2CF33 00 0 0
D 8A68C348 624D1834C3 0000000000 8A68C348 00 0 0
D C35631EF 706AC61EFD 0000000000 C35631EF 00 0 0
D EFFF2A02 3BFFE52098 0000000000 EFFF2A02 00 0 0
D 0A4D9F07 02C9B370BC 0000000000 0A4D9F07 00 0 0
D CCD9FDA9 331B3F5A4D 0000000000 CCD9FDA9 00 0 0
D F547B94A 3DA8F794DB 0000000000 F547B94A 00 0 0
D C145BA4F 7028B724F4 0000000000 C145BA4F 00 0 0
D D0A65EF9 3494CBEFCF 0000000000 D0A65EF9 00 0 0
D 4E4079E3 53C80F1E1F 0000000000 4E4079E3 00 0 0
D FBEEEE8D 7EFDDD686F 0000000000 FBEEEE8D 00 0 0
D E21636BC 78C2C66B63 0000000000 E21636BC 00 0 0
D 5B61AA24 16EC352221 0000000000 5B61AA24 00 0 0
D D8A074A7 76140ECAB4 0000000000 D8A074A7 00 0 0
D 727555EB 1CCEAA5E5E 0000000000 727555EB 00 0 0
D 150F3821 0521E7020D 0000000000 150F3821 00 0 0
D A1DD7293 283BAE2994 0000000000 A1DD7293 00 0 0
D C4FE3092 719FC68919 0000000000 C4FE3092 00 0 0
D 6B5137F5 1AEA26FFAE 0000000000 6B5137F5 00 0 0
D BE5C5F69 2FCB8B764C 0000000000 BE5C5F69 00 0 0
D 816A693D 60AD4D13E7 0000000000 816A693D 00 0 0
D 2CAD3570 0B95A6D789 0000000000 2CAD3570 00 0 0
D DFC66A64 37F8CDA623 0000000000 DFC66A64 00 0 0
D 14AB6E0D 45156D60E5 0000000000 14AB6E0D 00 0 0
D C74728E5 71E8E50EAC 0000000000 C74728E5 00 0 0
D EF18C2B0 3BE3182B0A 0000000000 EF18C2B0 00 0 0
D 043283EB 4186503EDD 0000000000 043283EB 00 0 0
D 52A75DC5 5454EBDC25 0000000000 52A75DC5 00 0 0
D DE4A43D2 77C948BD12 0000000000 DE4A43D2 00 0 0
D DDEFB4CB 37BDF6CCD6 0000000000 DDEFB4CB 00 0 0
D BC366737 6F86CC733C 0000000000 BC366737 00 0 0
D 85A030E3 6134068E1D 0000000000 85A030E3 00 0 0
D 10F64831 449EC90385 0000000000 10F64831 00 0 0
D 696CE86B 1AAD9D86D4 0000000000 696CE86B 00 0 0
D 5FC3A05A 5778740552 0000000000 5FC3A05A 00 0 0
D F96EC122 7EADD81292 0000000000 F96EC122 00 0 0
D BD7D8674 2FAFB067A8 0000000000 BD7D8674 00 0 0
D 990AA978 26A1551742 0000000000 990AA978 00 0 0
D 95CFAA60 65B9F52603 0000000000 95CFAA60 00 0 0
D 59B2E758 16B65C75C2 0000000000 59B2E758 00 0 0
D D28F5066 34D1EA063A 0000000000 D28F5066 00 0 0
D 5870B243 568E16249E 0000000000 5870B243 00 0 0
D 1EC52CC9 07D8A5CCCE 0000000000 1EC52CC9 00 0 0
D DCEE2CD8 379DC54DC3 0000000000 DCEE2CD8 00 0 0
D 5AB69A04 16D6D3A02A 0000000001 5AB69A04 01 1 0
D 5AB69A04 16D6D3A02A 0000000002 5AB69A04 02 1 0
D 5AB69A04 16D6D3A02A 0000000004 5AB69A04 03 1 0
D 5AB69A04 16D6D3A02A 0000000008 5AB69A04 04 1 0
D 5AB69A04 16D6D3A02A 0000000010 5AB69A04 05 1 0
D 5AB69A04 16D6D3A02A 0000000020 5AB69A04 06 1 0
D 5AB69A04 16D6D3A02A 0000000040 5AB69A04 07 1 0
D 5AB69A04 16D6D3A02A 0000000080 5AB69A04 08 1 0
D 5AB69A04 16D6D3A02A 0000000100 5AB69A04 09 1 0
D 5AB69A04 16D6D3A02A 0000000200 5AB69A04 0A 1 0
D 5AB69A04 16D6D3A02A 0000000400 5AB69A04 0B 1 0
D 5AB69A04 16D6D3A02A 0000000800 5AB69A04 0C 1 0
D 5AB69A04 16D6D3A02A 0000001000 5AB69A04 0D 1 0
D 5AB69A04 16D6D3A02A 0000002000 5AB69A04 0E 1 0
D 5AB69A04 16D6D3A02A 0000004000 5AB69A04 0F 1 0
D 5AB69A04 16D6D3A02A 0000008000 5AB69A04 10 1 0
D 5AB69A04 16D6D3A02A 0000010000 5AB69A04 11 1 0
D 5AB69A04 16D6D3A02A 0000020000 5AB69A04 12 1 0
D 5AB69A04 16D6D3A02A 0000040000 5AB69A04 13 1 0
D 5AB69A04 16D6D3A02A 0000080000 5AB69A04 14 1 0
D 5AB69A04 16D6D3A02A 0000100000 5AB69A04 15 1 0
D 5AB69A04 16D6D3A02A 0000200000 5AB69A04 16 1 0
D 5AB69A04 16D6D3A02A 0000400000 5AB69A04 17 1 0
D 5AB69A04 16D6D3A02A 0000800000 5AB69A04 18 1 0
D 5AB69A04 16D6D3A02A 0001000000 5AB69A04 19 1 0
D 5AB69A04 16D6D3A02A 0002000000 5AB69A04 1A 1 0
D 5AB69A04 16D6D3A02A 0004000000 5AB69A04 1B 1 0
D 5AB69A04 16D6D3A02A 0008000000 5AB69A04 1C 1 0
D 5AB69A04 16D6D3A02A 0010000000 5AB69A04 1D 1 0
D 5AB69A04 16D6D3A02A 0020000000 5AB69A04 1E 1 0
D 5AB69A04 16D6D3A02A 0040000000 5AB69A04 1F 1 0
D 5AB69A04 16D6D3A02A 0080000000 5AB69A04 20 1 0
D 5AB69A04 16D6D3A02A 0100000000 5AB69A04 21 1 0
D 5AB69A04 16D6D3A02A 0200000000 5AB69A04 22 1 0
D 5AB69A04 16D6D3A02A 0400000000 5AB69A04 23 1 0
D 5AB69A04 16D6D3A02A 0800000000 5AB69A04 24 1 0
D 5AB69A04 16D6D3A02A 1000000000 5AB69A04 25 1 0
D 5AB69A04 16D6D3A02A 2000000000 5AB69A04 26 1 0
D 5AB69A04 16D6D3A02A 4000000000 5AB69A04 00 1 0
D 44F139C0 111E271C80 0000000001 44F139C0 01 1 0
D 44F139C0 111E271C80 0000000002 44F139C0 02 1 0
D 44F139C0 111E271C80 0000000004 44F139C0 03 1 0
D 44F139C0 111E271C80 0000000008 44F139C0 04 1 0
D 44F139C0 111E271C80 0000000010 44F139C0 05 1 0
D 44F139C0 111E271C80 0000000020 44F139C0 06 1 0
D 44F139C0 111E271C80 0000000040 44F139C0 07 1 0
D 44F139C0 111E271C80 0000000080 44F139C0 08 1 0
D 44F139C0 111E271C80 0000000100 44F139C0 09 1 0
D 44F139C0 111E271C80 0000000200 44F139C0 0A 1 0
D 44F139C0 111E271C80 0000000400 44F139C0 0B 1 0
D 44F139C0 111E271C80 0000000800 44F139C0 0C 1 0
D 44F139C0 111E271C80 0000001000 44F139C0 0D 1 0
D 44F139C0 111E271C80 0000002000 44F139C0 0E 1 0
D 44F139C0 111E271C80 0000004000 44F139C0 0F 1 0
D 44F139C0 111E271C80 0000008000 44F139C0 10 1 0
D 44F139C0 111E271C80 0000010000 44F139C0 11 1 0
D 44F139C0 111E271C80 0000020000 44F139C0 12 1 0
D 44F139C0 111E271C80 0000040000 44F139C0 13 1 0
D 44F139C0 111E271C80 0000080000 44F139C0 14 1 0
D 44F139C0 111E271C80 0000100000 44F139C0 15 1 0
D 44F139C0 111E271C80 0000200000 44F139C0 16 1 0
D 44F139C0 111E271C80 0000400000 44F139C0 17 1 0
D 44F139C0 111E271C80 0000800000 44F139C0 18 1 0
D 44F139C0 111E271C80 0001000000 44F139C0 19 1 0
D 44F139C0 111E271C80 0002000000 44F139C0 1A 1 0
D 44F139C0 111E271C80 0004000000 44F139C0 1B 1 0
D 44F139C0 111E271C80 0008000000 44F139C0 1C 1 0
D 44F139C0 111E271C80 0010000000 44F139C0 1D 1 0
D 44F139C0 111E271C80 0020000000 44F139C0 1E 1 0
D 44F139C0 111E271C80 0040000000 44F139C0 1F 1 0
D 44F139C0 111E271C80 0080000000 44F139C0 20 1 0
D 44F139C0 111E271C80 0100000000 44F139C0 21 1 0
D 44F139C0 111E271C80 0200000000 44F139C0 22 1 0
D 44F139C0 111E271C80 0400000000 44F139C0 23 1 0
D 44F139C0 111E271C80 0800000000 44F139C0 24 1 0
D 44F139C0 111E271C80 1000000000 44F139C0 25 1 0
D 44F139C0 111E271C80 2000000000 44F139C0 26 1 0
D 44F139C0 111E271C80 4000000000 44F139C0 00 1 0
D 4106E4EF 10A0DC4E77 0000000001 4106E4EF 01 1 0
D 4106E4EF 10A0DC4E77 0000000002 4106E4EF 02 1 0
D 4106E4EF 10A0DC4E77 0000000004 4106E4EF 03 1 0
D 4106E4EF 10A0DC4E77 0000000008 4106E4EF 04 1 0
D 4106E4EF 10A0DC4E77 0000000010 4106E4EF 05 1 0
D 4106E4EF 10A0DC4E77 0000000020 4106E4EF 06 1 0
D 4106E4EF 10A0DC4E77 0000000040 4106E4EF 07 1 0
D 4106E4EF 10A0DC4E77 0000000080 4106E4EF 08 1 0
D 4106E4EF 10A0DC4E77 0000000100 4106E4EF 09 1 0
D 4106E4EF 10A0DC4E77 0000000200 4106E4EF 0A 1 0
D 4106E4EF 10A0DC4E77 0000000400 4106E4EF 0B 1 0
D 4106E4EF 10A0DC4E77 0000000800 4106E4EF 0C 1 0
D 4106E4EF 10A0DC4E77 0000001000 4106E4EF 0D 1 0
D 4106E4EF 10A0DC4E77 0000002000 4106E4EF 0E 1 0
D 4106E4EF 10A0DC4E77 0000004000 4106E4EF 0F 1 0
D 4106E4EF 10A0DC4E77 0000008000 4106E4EF 10 1 0
D 4106E4EF 10A0DC4E77 0000010000 4106E4EF 11 1 0
D 4106E4EF 10A0DC4E77 0000020000 4106E4EF 12 1 0
D 4106E4EF 10A0DC4E77 0000040000 4106E4EF 13 1 0
D 4106E4EF 10A0DC4E77 0000080000 4106E4EF 14 1 0
D 4106E4EF 10A0DC4E77 0000100000 4106E4EF 15 1 0
D 4106E4EF 10A0DC4E77 0000200000 4106E4EF 16 1 0
D 4106E4EF 10A0DC4E77 0000400000 4106E4EF 17 1 0
D 4106E4EF 10A0DC4E77 0000800000 4106E4EF 18 1 0
D 4106E4EF 10A0DC4E77 0001000000 4106E4EF 19 1 0
D 4106E4EF 10A0DC4E77 0002000000 4106E4EF 1A 1 0
D 4106E4EF 10A0DC4E77 0004000000 4106E4EF 1B 1 0
D 4106E4EF 10A0DC4E77 0008000000 4106E4EF 1C 1 0
D 4106E4EF 10A0DC4E77 0010000000 4106E4EF 1D 1 0
D 4106E4EF 10A0DC4E77 0020000000 4106E4EF 1E 1 0
D 4106E4EF 10A0DC4E77 0040000000 4106E4EF 1F 1 0
D 4106E4EF 10A0DC4E77 0080000000 4106E4EF 20 1 0
D 4106E4EF 10A0DC4E77 0100000000 4106E4EF 21 1 0
D 4106E4EF 10A0DC4E77 0200000000 4106E4EF 22 1 0
D 4106E4EF 10A0DC4E77 0400000000 4106E4EF 23 1 0
D 4106E4EF 10A0DC4E77 0800000000 4106E4EF 24 1 0
D 4106E4EF 10A0DC4E77 1000000000 4106E4EF 25 1 0
D 4106E4EF 10A0DC4E77 2000000000 4106E4EF 26 1 0
D 4106E4EF 10A0DC4E77 4000000000 4106E4EF 00 1 0
D 6FB2796E 5B764F1678 0000000001 6FB2796E 01 1 0
D 6FB2796E 5B764F1678 0000000002 6FB2796E 02 1 0
D 6FB2796E 5B764F1678 0000000004 6FB2796E 03 1 0
D 6FB2796E 5B764F1678 0000000008 6FB2796E 04 1 0
D 6FB2796E 5B764F1678 0000000010 6FB2796E 05 1 0
D 6FB2796E 5B764F1678 0000000020 6FB2796E 06 1 0
D 6FB2796E 5B764F1678 0000000040 6FB2796E 07 1 0
D 6FB2796E 5B764F1678 0000000080 6FB2796E 08 1 0
D 6FB2796E 5B764F1678 0000000100 6FB2796E 09 1 0
D 6FB2796E 5B764F1678 0000000200 6FB2796E 0A 1 0
D 6FB2796E 5B764F1678 0000000400 6FB2796E 0B 1 0
D 6FB2796E 5B764F1678 0000000800 6FB2796E 0C 1 0
D 6FB2796E 5B764F1678 0000001000 6FB2796E 0D 1 0
D 6FB2796E 5B764F1678 0000002000 6FB2796E 0E 1 0
D 6FB2796E 5B764F1678 0000004000 6FB2796E 0F 1 0
D 6FB2796E 5B764F1678 0000008000 6FB2796E 10 1 0
D 6FB2796E 5B764F1678 0000010000 6FB2796E 11 1 0
D 6FB2796E 5B764F1678 0000020000 6FB2796E 12 1 0
D 6FB2796E 5B764F1678 0000040000 6FB2796E 13 1 0
D 6FB2796E 5B764F1678 0000080000 6FB2796E 14 1 0
D 6FB2796E 5B764F1678 0000100000 6FB2796E 15 1 0
D 6FB2796E 5B764F1678 0000200000 6FB2796E 16 1 0
D 6FB2796E 5B764F1678 0000400000 6FB2796E 17 1 0
D 6FB2796E 5B764F1678 0000800000 6FB2796E 18 1 0
D 6FB2796E 5B764F1678 0001000000 6FB2796E 19 1 0
D 6FB2796E 5B764F1678 0002000000 6FB2796E 1A 1 0
D 6FB2796E 5B764F1678 0004000000 6FB2796E 1B 1 0
D 6FB2796E 5B764F1678 0008000000 6FB2796E 1C 1 0
D 6FB2796E 5B764F1678 0010000000 6FB2796E 1D 1 0
D 6FB2796E 5B764F1678 0020000000 6FB2796E 1E 1 0
D 6FB2796E 5B764F1678 0040000000 6FB2796E 1F 1 0
D 6FB2796E 5B764F1678 0080000000 6FB2796E 20 1 0
D 6FB2796E 5B764F1678 0100000000 6FB2796E 21 1 0
D 6FB2796E 5B764F1678 0200000000 6FB2796E 22 1 0
D 6FB2796E 5B764F1678 0400000000 6FB2796E 23 1 0
D 6FB2796E 5B764F1678 0800000000 6FB2796E 24 1 0
D 6FB2796E 5B764F1678 1000000000 6FB2796E 25 1 0
D 6FB2796E 5B764F1678 2000000000 6FB2796E 26 1 0
D 6FB2796E 5B764F1678 4000000000 6FB2796E 00 1 0
D F859205F 3E8B2485F5 0000000001 F859205F 01 1 0
D F859205F 3E8B2485F5 0000000002 F859205F 02 1 0
D F859205F 3E8B2485F5 0000000004 F859205F 03 1 0
D F859205F 3E8B2485F5 0000000008 F859205F 04 1 0
D F859205F 3E8B2485F5 0000000010 F859205F 05 1 0
D F859205F 3E8B2485F5 0000000020 F859205F 06 1 0
D F859205F 3E8B2485F5 0000000040 F859205F 07 1 0
D F859205F 3E8B2485F5 0000000080 F859205F 08 1 0
D F859205F 3E8B2485F5 0000000100 F859205F 09 1 0
D F859205F 3E8B2485F5 0000000200 F859205F 0A 1 0
D F859205F 3E8B2485F5 0000000400 F859205F 0B 1 0
D F859205F 3E8B2485F5 0000000800 F859205F 0C 1 0
D F859205F 3E8B2485F5 0000001000 F859205F 0D 1 0
D F859205F 3E8B2485F5 0000002000 F859205F 0E 1 0
D F859205F 3E8B2485F5 0000004000 F859205F 0F 1 0
D F859205F 3E8B2485F5 0000008000 F859205F 10 1 0
D F859205F 3E8B2485F5 0000010000 F859205F 11 1 0
D F859205F 3E8B2485F5 0000020000 F859205F 12 1 0
D F859205F 3E8B2485F5 0000040000 F859205F 13 1 0
D F859205F 3E8B2485F5 0000080000 F859205F 14 1 0
D F859205F 3E8B2485F5 0000100000 F859205F 15 1 0
D F859205F 3E8B2485F5 0000200000 F859205F 16 1 0
D F859205F 3E8B2485F5 0000400000 F859205F 17 1 0
D F859205F 3E8B2485F5 0000800000 F859205F 18 1 0
D F859205F 3E8B2485F5 0001000000 F859205F 19 1 0
D F859205F 3E8B2485F5 0002000000 F859205F 1A 1 0
D F859205F 3E8B2485F5 0004000000 F859205F 1B 1 0
D F859205F 3E8B2485F5 0008000000 F859205F 1C 1 0
D F859205F 3E8B2485F5 0010000000 F859205F 1D 1 0
D F859205F 3E8B2485F5 0020000000 F859205F 1E 1 0
D F859205F 3E8B2485F5 0040000000 F859205F 1F 1 0
D F859205F 3E8B2485F5 0080000000 F859205F 20 1 0
D F859205F 3E8B2485F5 0100000000 F859205F 21 1 0
D F859205F 3E8B2485F5 0200000000 F859205F 22 1 0
D F859205F 3E8B2485F5 0400000000 F859205F 23 1 0
D F859205F 3E8B2485F5 0800000000 F859205F 24 1 0
D F859205F 3E8B2485F5 1000000000 F859205F 25 1 0
D F859205F 3E8B2485F5 2000000000 F859205F 26 1 0
D F859205F 3E8B2485F5 4000000000 F859205F 00 1 0
D F24C7515 3C498ED1AD 0000000001 F24C7515 01 1 0
D F24C7515 3C498ED1AD 0000000002 F24C7515 02 1 0
D F24C7515 3C498ED1AD 0000000004 F24C7515 03 1 0
D F24C7515 3C498ED1AD 0000000008 F24C7515 04 1 0
D F24C7515 3C498ED1AD 0000000010 F24C7515 05 1 0
D F24C7515 3C498ED1AD 0000000020 F24C7515 06 1 0
D F24C7515 3C498ED1AD 0000000040 F24C7515 07 1 0
D F24C7515 3C498ED1AD 0000000080 F24C7515 08 1 0
D F24C7515 3C498ED1AD 0000000100 F24C7515 09 1 0
D F24C7515 3C498ED1AD 0000000200 F24C7515 0A 1 0
D F24C7515 3C498ED1AD 0000000400 F24C7515 0B 1 0
D F24C7515 3C498ED1AD 0000000800 F24C7515 0C 1 0
D F24C7515 3C498ED1AD 0000001000 F24C7515 0D 1 0
D F24C7515 3C498ED1AD 0000002000 F24C7515 0E 1 0
D F24C7515 3C498ED1AD 0000004000 F24C7515 0F 1 0
D F24C7515 3C498ED1AD 0000008000 F24C7515 10 1 0
D F24C7515 3C498ED1AD 0000010000 F24C7515 11 1 0
D F24C7515 3C498ED1AD 0000020000 F24C7515 12 1 0
D F24C7515 3C498ED1AD 0000040000 F24C7515 13 1 0
D F24C7515 3C498ED1AD 0000080000 F24C7515 14 1 0
D F24C7515 3C498ED1AD 0000100000 F24C7515 15 1 0
D F24C7515 3C498ED1AD 0000200000 F24C7515 16 1 0
D F24C7515 3C498ED1AD 0000400000 F24C7515 17 1 0
D F24C7515 3C498ED1AD 0000800000 F24C7515 18 1 0
D F24C7515 3C498ED1AD 0001000000 F24C7515 19 1 0
D F24C7515 3C498ED1AD 0002000000 F24C7515 1A 1 0
D F24C7515 3C498ED1AD 0004000000 F24C7515 1B 1 0
D F24C7515 3C498ED1AD 0008000000 F24C7515 1C 1 0
D F24C7515 3C498ED1AD 0010000000 F24C7515 1D 1 0
D F24C7515 3C498ED1AD 0020000000 F24C7515 1E 1 0
D F24C7515 3C498ED1AD 0040000000 F24C7515 1F 1 0
D F24C7515 3C498ED1AD 0080000000 F24C7515 20 1 0
D F24C7515 3C498ED1AD 0100000000 F24C7515 21 1 0
D F24C7515 3C498ED1AD 0200000000 F24C7515 22 1 0
D F24C7515 3C498ED1AD 0400000000 F24C7515 23 1 0
D F24C7515 3C498ED1AD 0800000000 F24C7515 24 1 0
D F24C7515 3C498ED1AD 1000000000 F24C7515 25 1 0
D F24C7515 3C498ED1AD 2000000000 F24C7515 26 1 0
D F24C7515 3C498ED1AD 4000000000 F24C7515 00 1 0
D 95D80748 25BB00F4C0 0000000001 95D80748 01 1 0
D 95D80748 25BB00F4C0 0000000002 95D80748 02 1 0
D 95D80748 25BB00F4C0 0000000004 95D80748 03 1 0
D 95D80748 25BB00F4C0 0000000008 95D80748 04 1 0
D 95D80748 25BB00F4C0 0000000010 95D80748 05 1 0
D 95D80748 25BB00F4C0 0000000020 95D80748 06 1 0
D 95D80748 25BB00F4C0 0000000040 95D80748 07 1 0
D 95D80748 25BB00F4C0 0000000080 95D80748 08 1 0
D 95D80748 25BB00F4C0 0000000100 95D80748 09 1 0
D 95D80748 25BB00F4C0 0000000200 95D80748 0A 1 0
D 95D80748 25BB00F4C0 0000000400 95D80748 0B 1 0
D 95D80748 25BB00F4C0 0000000800 95D80748 0C 1 0
D 95D80748 25BB00F4C0 0000001000 95D80748 0D 1 0
D 95D80748 25BB00F4C0 0000002000 95D80748 0E 1 0
D 95D80748 25BB00F4C0 0000004000 95D80748 0F 1 0
D 95D80748 25BB00F4C0 0000008000 95D80748 10 1 0
D 95D80748 25BB00F4C0 0000010000 95D80748 11 1 0
D 95D80748 25BB00F4C0 0000020000 95D80748 12 1 0
D 95D80748 25BB00F4C0 0000040000 95D80748 13 1 0
D 95D80748 25BB00F4C0 0000080000 95D80748 14 1 0
D 95D80748 25BB00F4C0 0000100000 95D80748 15 1 0
D 95D80748 25BB00F4C0 0000200000 95D80748 16 1 0
D 95D80748 25BB00F4C0 0000400000 95D80748 17 1 0
D 95D80748 25BB00F4C0 0000800000 95D80748 18 1 0
D 95D80748 25BB00F4C0 0001000000 95D80748 19 1 0
D 95D80748 25BB00F4C0 0002000000 95D80748 1A 1 0
D 95D80748 25BB00F4C0 0004000000 95D80748 1B 1 0
D 95D80748 25BB00F4C0 0008000000 95D80748 1C 1 0
D 95D80748 25BB00F4C0 0010000000 95D80748 1D 1 0
D 95D80748 25BB00F4C0 0020000000 95D80748 1E 1 0
D 95D80748 25BB00F4C0 0040000000 95D80748 1F 1 0
D 95D80748 25BB00F4C0 0080000000 95D80748 20 1 0
D 95D80748 25BB00F4C0 0100000000 95D80748 21 1 0
D 95D80748 25BB00F4C0 0200000000 95D80748 22 1 0
D 95D80748 25BB00F4C0 0400000000 95D80748 23 1 0
D 95D80748 25BB00F4C0 0800000000 95D80748 24 1 0
D 95D80748 25BB00F4C0 1000000000 95D80748 25 1 0
D 95D80748 25BB00F4C0 2000000000 95D80748 26 1 0
D 95D80748 25BB00F4C0 4000000000 95D80748 00 1 0
D EF1CB3E9 7BE3963E44 0000000001 EF1CB3E9 01 1 0
D EF1CB3E9 7BE3963E44 0000000002 EF1CB3E9 02 1 0
D EF1CB3E9 7BE3963E44 0000000004 EF1CB3E9 03 1 0
D EF1CB3E9 7BE3963E44 0000000008 EF1CB3E9 04 1 0
D EF1CB3E9 7BE3963E44 0000000010 EF1CB3E9 05 1 0
D EF1CB3E9 7BE3963E44 0000000020 EF1CB3E9 06 1 0
D EF1CB3E9 7BE3963E44 0000000040 EF1CB3E9 07 1 0
D EF1CB3E9 7BE3963E44 0000000080 EF1CB3E9 08 1 0
D EF1CB3E9 7BE3963E44 0000000100 EF1CB3E9 09 1 0
D EF1CB3E9 7BE3963E44 0000000200 EF1CB3E9 0A 1 0
D EF1CB3E9 7BE3963E44 0000000400 EF1CB3E9 0B 1 0
D EF1CB3E9 7BE3963E44 0000000800 EF1CB3E9 0C 1 0
